0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
0.0	24	0.0	24
