891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	822	816	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	822	816	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	822	816	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	822	816	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	822	816	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	822	816	808	1085	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1085	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1085	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1085	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1085	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1085	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	953	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	952	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	952	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	952	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	952	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	952	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	952	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	952	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	952	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	952	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	802	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	952	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
891	801	852	920	593	768	864	775	789	717	1076	785	1274	804	762	813	646	744	853	878	1159	919	888	838	1030	795	952	630	676	641	1035	821	816	808	1084	1020	752	956	1047	745	833	853	865	951	1238	1022	733	912	779	647
891	802	852	920	593	769	864	775	789	717	1076	785	1275	804	762	813	646	745	853	878	1159	919	888	838	1030	795	953	630	676	642	1035	822	817	808	1085	1020	752	956	1047	745	833	853	865	952	1238	1022	733	912	779	647
